36803;Apple Passion Fruit Pie;1;0;0;0
12223;Apple Pie;1;0;0;0
12309;Apple Tart;1;0;0;0
12344;Blueberry Cookie;1;0;0;0
12316;Blueberry Pie;1;0;0;0
12355;Blueberry Tart;1;0;0;0
12308;Bowl of Apple Sauce;1;0;0;0
12731;Bowl of Basic Poultry Soup;1;0;0;0
12729;Bowl of Basic Vegetable Soup;1;0;0;0
12311;Bowl of Blueberry Apple Compote;1;0;0;0
36074;Bowl of Candy Corn Custard;1;0;0;0
38308;Bowl of Candy Corn Ice Cream;1;0;0;0
38215;Bowl of Chocolate Chip Ice Cream;1;0;0;0
12211;Bowl of Cold Wurm Stew;1;0;0;0
12203;Bowl of Dolyak Stew;1;0;0;0
12149;Bowl of Ettin Stew;1;0;0;0
12139;Bowl of Front Line Stew;1;0;0;0
12140;Bowl of Gelatinous Ooze Custard;1;0;0;0
12732;Bowl of Green Bean Stew;1;0;0;0
12204;Bowl of Poultry Noodle Soup;1;0;0;0
12202;Bowl of Poultry Stock;1;0;0;0
12199;Bowl of Red Meat Stock;1;0;0;0
12286;Bowl of Salsa;1;0;0;0
12735;Bowl of Sauteed Carrots;1;0;0;0
12353;Bowl of Simple Meat Chili;1;0;0;0
12201;Bowl of Simple Meat Stew;1;0;0;0
12205;Bowl of Simple Poultry Soup;1;0;0;0
12188;Bowl of Simple Salad;1;0;0;0
12548;Bowl of Simple Stirfry;1;0;0;0
12207;Bowl of Simple Vegetable Soup;1;0;0;0
12206;Bowl of Vegetable Stock;1;0;0;0
12131;Bowl of Watery Mushroom Soup;1;0;0;0
12182;Buttermilk Biscuit;1;0;0;0
36073;Candied Apple;1;0;0;0
12315;Caramel;1;0;0;0
12317;Caramel Apple;1;0;0;0
12198;Celebratory Steak;1;0;0;0
12186;Cheese Triangle;1;0;0;0
12213;Cheeseburger;1;0;0;0
12549;Chili Pepper Popper;1;0;0;0
12225;Cinnamon Apple;1;0;0;0
12734;Cinnamon Pinwheel;1;0;0;0
12184;Cup of Potato Fries;1;0;0;0
12150;Eda's Apple Pie;1;0;0;0
12192;Eggs Beetletun;1;0;0;0
12279;Grilled Mushroom;1;0;0;0
12209;Grilled Poultry;1;0;0;0
12737;Grilled Steak;1;0;0;0
12210;Hamburger;1;0;0;0
12185;Handful of Bjarni's Rabbit Food;1;0;0;0
12343;Kastaz Roasted Poultry;1;0;0;0
12738;Lemon Tart;1;0;0;0
12190;Marinated Mushroom;1;0;0;0
12191;Mashed Potato;1;0;0;0
12354;Meat Pie;1;0;0;0
12736;Onion Ring;1;0;0;0
36740;Passion Fruit Souffl�;1;0;0;0
12214;Poultry Piccata;1;0;0;0
12212;Roasted Meaty Sandwich;1;0;0;0
12187;Slice of Buttered Toast;1;0;0;0
12733;Slice of Cinnamon Toast;1;0;0;0
12148;Spicy Flank Steak;1;0;0;0
12129;Spicy Meat Kabob;1;0;0;0
12227;Sugar Cookie;1;0;0;0
12133;Warden Ration;1;0;0;0
12230;Banana Cream Pie;0.99;0.33;0;0
12196;Bowl of Ascalonian Salad;0.99;0.33;0;0
12361;Bowl of Bean Salad;0.99;0.33;0;0
12348;Bowl of Beet and Bean Stew;0.99;0.33;0;0
38214;Bowl of Blueberry Chocolate Chunk Ice Cream;0.99;0.33;0;0
12294;Bowl of Clam Chowder;0.99;0.33;0;0
12363;Bowl of Fancy Bean Chili;0.99;0.33;0;0
12362;Bowl of Garlic Spinach Sautee;0.99;0.33;0;0
36817;Bowl of Grilled Bananas with Passion Fruit Sauce;0.99;0.33;0;0
12200;Bowl of Hearty Red Meat Stew;0.99;0.33;0;0
12489;Bowl of Herbed Meat Stock;0.99;0.33;0;0
12490;Bowl of Herbed Poultry Stock;0.99;0.33;0;0
12491;Bowl of Herbed Vegetable Stock;0.99;0.33;0;0
12299;Bowl of Meat and Bean Chili;0.99;0.33;0;0
12730;Bowl of Onion Soup;0.99;0.33;0;0
12154;Bowl of Outrider Stew;0.99;0.33;0;0
12349;Bowl of Savory Spinach and Poultry Soup;0.99;0.33;0;0
12300;Bowl of Simple Bean Chili;0.99;0.33;0;0
12313;Bowl of Strawberry Apple Compote;0.99;0.33;0;0
12293;Bowl of Tomato Soup;0.99;0.33;0;0
36075;Candy Corn Cake;0.99;0.33;0;0
12218;Cheese Pizza;0.99;0.33;0;0
12356;Chocolate Banana;0.99;0.33;0;0
12222;Chocolate Cake;0.99;0.33;0;0
12347;Clam Cake;0.99;0.33;0;0
12289;Lemon Bar;0.99;0.33;0;0
12280;Loaf of Banana Bread;0.99;0.33;0;0
12160;Loaf of Walnut Sticky Bread;0.99;0.33;0;0
12195;Meatball;0.99;0.33;0;0
12221;Meatball Dinner;0.99;0.33;0;0
36753;Passion Fruit Bar;0.99;0.33;0;0
12359;Pepper Steak;0.99;0.33;0;0
12307;Pepper Steak Dinner;0.99;0.33;0;0
12217;Plate of Pasta with Tomato Sauce;0.99;0.33;0;0
12360;Sage-Stuffed Mushroom;0.99;0.33;0;0
12301;Sage-Stuffed Poultry;0.99;0.33;0;0
12194;Slice of Garlic Bread;0.99;0.33;0;0
12358;Spinach Burger;0.99;0.33;0;0
12146;Spinach Salad;0.99;0.33;0;0
12226;Strawberries and Biscuits;0.99;0.33;0;0
12345;Strawberry Cookie;0.99;0.33;0;0
36076;Strawberry Ghost;0.99;0.33;0;0
12357;Strawberry Pie;0.99;0.33;0;0
12312;Strawberry Tart;0.99;0.33;0;0
12215;Stuffed Pepper;0.99;0.33;0;0
12216;Turnip Casserole;0.99;0.33;0;0
12303;Veggie Burger;0.99;0.33;0;0
12346;Veggie Pizza;0.99;0.33;0;0
12224;White Cake;0.99;0.33;0;0
12648;Feast of Ascalonian Salad;6.66;3.33;0;0
12644;Feast of Bean Salad;6.66;3.33;0;0
12649;Feast of Clam Cakes;6.66;3.33;0;0
12646;Feast of Garlic Spinach Sautee;6.66;3.33;0;0
12598;Feast of Meatball Dinners;6.66;3.33;0;0
12599;Feast of Pepper Steak Dinners;6.66;3.33;0;0
12594;Feast of Pepper Steaks;6.66;3.33;0;0
12647;Feast of Sage-Stuffed Mushrooms;6.66;3.33;0;0
12600;Feast of Sage-Stuffed Poultry;6.66;3.33;0;0
12595;Feast of Spinach Burgers;6.66;3.33;0;0
12596;Feast of Stuffed Peppers;6.66;3.33;0;0
12601;Feast of Turnip Casseroles;6.66;3.33;0;0
12597;Feast of Veggie Burgers;6.66;3.33;0;0
12602;Feast of Veggie Pizzas;6.66;3.33;0;0
12556;Giant Chocolate Cake;6.66;3.33;0;0
12689;Pot of Beet and Bean Stew;6.66;3.33;0;0
12690;Pot of Clam Chowder;6.66;3.33;0;0
12687;Pot of Fancy Bean Chili;6.66;3.33;0;0
12691;Pot of Hearty Red Meat Stew;6.66;3.33;0;0
12688;Pot of Meat and Bean Chili;6.66;3.33;0;0
12692;Pot of Savory Spinach and Poultry Soup;6.66;3.33;0;0
12643;Tray of Banana Bread;6.66;3.33;0;0
12555;Tray of Banana Cream Pies;6.66;3.33;0;0
12551;Tray of Chocolate Bananas;6.66;3.33;0;0
12645;Tray of Garlic Bread;6.66;3.33;0;0
12650;Tray of Lemon Bars;6.66;3.33;0;0
12553;Tray of Strawberry Apple Compote;6.66;3.33;0;0
12552;Tray of Strawberry Cookies;6.66;3.33;0;0
12557;Tray of Strawberry Pies;6.66;3.33;0;0
12554;Tray of Strawberry Tarts;6.66;3.33;0;0
12288;Bowl of Avocado Salsa;0;1;0;0
12302;Bowl of Cabbage Stirfry;0;1;0;0
12364;Bowl of Cherry Vanilla Compote;0;1;0;0
12377;Bowl of Chili and Avocado;0;1;0;0
12290;Bowl of Coleslaw;0;1;0;0
12295;Bowl of Creamy Portobello Soup;0;1;0;0
12292;Bowl of Degun Shun Stew;0;1;0;0
12298;Bowl of Dilled Clam Chowder;0;1;0;0
38213;Bowl of Ginger-Lime Ice Cream;0;1;0;0
12375;Bowl of Kale Soup;0;1;0;0
12374;Bowl of Kale and Poultry Soup;0;1;0;0
12369;Bowl of Krytan Meatball Dinner;0;1;0;0
12281;Bowl of Mashed Yams;0;1;0;0
12379;Bowl of Meat and Cabbage Stew;0;1;0;0
36767;Bowl of Salad a la Consortium;0;1;0;0
12291;Bowl of Sauteed Zucchini with Nutmeg;0;1;0;0
12284;Bowl of Spiced Mashed Yams;0;1;0;0
12296;Bowl of Tomato Zucchini Soup;0;1;0;0
12378;Bowl of Yam Soup;0;1;0;0
12376;Bowl of Zucchini Chili;0;1;0;0
36078;Candy Corn Cookie;0;1;0;0
12323;Cherry Almond Bar;0;1;0;0
12319;Cherry Cookie;0;1;0;0
36821;Cherry Passion Fruit Cake;0;1;0;0
12320;Cherry Pie;0;1;0;0
12365;Cherry Tart;0;1;0;0
12318;Chocolate Cherry;0;1;0;0
12366;Chocolate Cherry Cake;0;1;0;0
12314;Chocolate Chip Cookie;0;1;0;0
12208;Deluxe Burger;0;1;0;0
12367;Dilled Poultry Piccata;0;1;0;0
12282;Divinity Stuffed Mushroom;0;1;0;0
12306;Filet of Rosemary-Roasted Meat;0;1;0;0
12304;Filet of Sesame-Roasted Meat;0;1;0;0
12322;Grape Pie;0;1;0;0
12352;Griffon Egg Omelet;0;1;0;0
12283;Grilled Portobello Mushroom;0;1;0;0
12233;Handful of Trail Mix;0;1;0;0
12373;Loaf of Rosemary Bread;0;1;0;0
12285;Loaf of Zucchini Bread;0;1;0;0
12368;Mushroom Pizza;0;1;0;0
36077;Piece of Candy Corn Almond Brittle;0;1;0;0
12305;Sesame-Roasted Dinner;0;1;0;0
12371;Spicy Lime Steak;0;1;0;0
12370;Stuffed Zucchini;0;1;0;0
12739;Triktiki Omelet;0;1;0;0
12372;Yam Fritter;0;1;0;0
12383;Blackberry Cookie;0;1;0.33;0
12385;Blackberry Pie;0;1;0.33;0
12397;Bowl of Avocado Stirfry;0;1;0.33;0
12386;Bowl of Blackberry Pear Compote;0;1;0.33;0
12404;Bowl of Cabbage and Chickpea Salad;0;1;0.33;0
12405;Bowl of Cauliflower Sautee;0;1;0.33;0
12411;Bowl of Cauliflower Soup;0;1;0.33;0
12398;Bowl of Chickpea Salad;0;1;0.33;0
12412;Bowl of Chickpea Soup;0;1;0.33;0
12414;Bowl of Chickpea and Poultry Soup;0;1;0.33;0
12297;Bowl of Fancy Creamy Mushroom Soup;0;1;0.33;0
12413;Bowl of Hearty Poultry Soup;0;1;0.33;0
12406;Bowl of Hummus;0;1;0.33;0
38212;Bowl of Mint Chocolate Chip Ice Cream;0;1;0.33;0
12392;Bowl of Mushroom Risotto;0;1;0.33;0
12401;Bowl of Pesto Pasta Salad;0;1;0.33;0
